book_id,title,author,price,description,publisher,max_rank,avg_rank,min_rank,weeks_on_list,start_year,start_month,start_day,keyword_crime,keyword_murder,keyword_mystery,keyword_relationship,keyword_newyork,keyword_starwars
aaronallston_backlash,BACKLASH,Aaron Allston,27.0,"n the second novel in the “Star Wars: Fate of the Jedi” series, a being of pure dark-side energy looms.",Del Rey/Ballantine/Lucas,19.0,13.0,4.0,4,2010,3,14,False,False,False,False,False,True
aaronallston_conviction,CONVICTION,Aaron Allston,27.0,"The Jedi Order has taken control of the Galactic Alliance. Meanwhile, Luke and Ben Skywalker are pursuing the evil entity Abeloth; a ""Star Wars"" novel.",Del Rey/Ballantine/Lucas,11.0,7.0,3.0,2,2011,5,28,False,False,False,False,False,True
aaronallston_outcast,OUTCAST,Aaron Allston,27.0,The start of a new series about the extended Skywalker family; a “Star Wars” novel.,Del Rey/Ballantine,15.0,9.666666666666666,3.0,3,2009,3,28,False,False,False,False,False,True
aaronallston_starwarsxwingmercykill,STAR WARS: X-WING: MERCY KILL,Aaron Allston,,,LucasBooks,18.0,18.0,18.0,1,2012,8,11,False,False,False,False,False,False
abrahamverghese_cuttingforstone,CUTTING FOR STONE,Abraham Verghese,,"Twin brothers, conjoined and then separated, grow up amid the political turmoil of Ethiopia.",Knopf,17.0,17.0,17.0,1,2009,2,21,False,False,False,False,False,False
aceatkins_robertbparkerscheapshot,ROBERT B. PARKER'S CHEAP SHOT,Ace Atkins,,"Spenser searches for the kidnapped son of a player for the New England Patriots; a continuation of the series by Parker, who died in 2010.",Putnam,18.0,15.5,13.0,2,2014,5,10,False,False,False,False,False,False
aceatkins_robertbparkerskickback,ROBERT B. PARKER'S KICKBACK,Ace Atkins,,"Spenser defends a high school student wrongly accused of terrorism and sentenced to a brutal bootcamp; a continuation of the series by Parker, who died in 2010.",Putnam,19.0,14.5,10.0,2,2015,5,23,False,False,False,False,False,False
aceatkins_robertbparkerslittlewhitelies,ROBERT B. PARKER'S LITTLE WHITE LIES,Ace Atkins,,"Spenser is on the trail of a con man who has duped lovers, investors and military contractors; a continuation of the series by Parker, who died in 2010.",Putnam,11.0,11.0,11.0,1,2017,5,6,False,False,True,True,False,False
aceatkins_robertbparkerslullaby,ROBERT B. PARKER’S LULLABY,Ace Atkins,26.95,"Spenser helps a girl investigate her mother’s murder; a continuation of the series by Parker, who died in 2010.",Putnam,18.0,13.8,6.0,5,2012,5,5,True,True,True,False,False,False
aceatkins_robertbparkersslowburn,ROBERT B. PARKER'S SLOW BURN,Ace Atkins,,"Spenser is back, leaving a trail of antagonism as he investigates a series of suspicious Boston fires.",Putnam,17.0,17.0,17.0,1,2016,5,7,False,False,True,False,False,False
aceatkins_robertbparkerswonderland,ROBERT B. PARKER'S WONDERLAND,Ace Atkins,,"Spenser uncovers plans to build a huge casino north of Boston; a continuation of the series by Parker, who died in 2010. ",Putnam,19.0,14.5,10.0,2,2013,5,11,False,False,True,False,False,False
adamjohnson_theorphanmastersson,THE ORPHAN MASTER’S SON,Adam Johnson,26.0,A young North Korean is both victim and perpetrator of countless crimes.,Random House,18.0,16.5,15.0,2,2012,2,4,True,False,False,False,False,False
adrianatrigiani_allthestarsintheheavens,ALL THE STARS IN THE HEAVENS,Adriana Trigiani,,A fictional treatment of the life of the actress Loretta Young focuses on her rumored affair with the married Clark Gable and her subsequent pregnancy.,Harper,14.0,14.0,14.0,1,2015,10,17,False,False,False,True,False,False
adrianatrigiani_bravavalentine,"BRAVA, VALENTINE",Adriana Trigiani,25.99,"An Italian-American shoemaker faces challenges at work, in her family and in love; the second book in a trilogy.",Harper/HarperCollins,19.0,13.75,7.0,4,2010,2,14,False,False,False,True,False,False
adrianatrigiani_kisscarlo,KISS CARLO,Adriana Trigiani,,"Extended Italian-American families work, feud and fall in love in the Philadelphia area in 1949.",Harper/HarperCollins,15.0,12.75,7.0,4,2017,6,24,False,False,False,True,False,False
adrianatrigiani_theshoemakerswife,THE SHOEMAKER’S WIFE,Adriana Trigiani,26.99,Childhood sweethearts in turn-of-the-20th-century Italy meet again in America.,Harper/HarperCollins,20.0,12.444444444444445,5.0,9,2012,4,7,False,False,False,False,False,False
adrianatrigiani_thesuprememacaronicompany,THE SUPREME MACARONI COMPANY,Adriana Trigiani,,"Tensions arise when Valentine Roncalli, a Greenwich Village shoe designer, marries a handsome Italian, and the two must balance careers, countries and families. The final book in the Valentine trilogy. ",Harper,17.0,13.5,10.0,2,2013,11,30,False,False,False,True,False,False
adrianatrigiani_veryvalentine,VERY VALENTINE,Adriana Trigiani,25.99,An Italian-American shoemaker and her grandmother return to Italy to learn techniques to save their Greenwich Village company; the first book in a trilogy.,Harper,20.0,13.0,9.0,4,2009,2,7,False,False,False,False,False,False
aimeebender_theparticularsadnessoflemoncake,THE PARTICULAR SADNESS OF LEMON CAKE,Aimee Bender,25.95,A girl has insights into other people’s secret emotions.,Doubleday,19.0,17.25,15.0,4,2010,6,6,False,False,True,False,False,False
aimeemolloy_theperfectmother,THE PERFECT MOTHER,Aimee Molloy,,A missing baby unnerves a group of new mothers who meet in Prospect Park twice a week.,Harper,13.0,9.0,5.0,2,2018,5,5,True,False,False,False,False,False
ajfinn_thewomaninthewindow,THE WOMAN IN THE WINDOW,AJ Finn,,A recluse who drinks heavily and takes prescription drugs may have witnessed a crime across from her Harlem townhouse.,Morrow,14.0,6.826086956521739,1.0,23,2018,1,6,True,False,False,False,False,False
alanbradley_aredherringwithoutmustard,A RED HERRING WITHOUT MUSTARD,Alan Bradley,23.0,"The 11-year-old sleuth Flavia de Luce uses her scientific knowledge to solve, among other crimes, the murder of a poacher, the disappearance of an infant and a brutal attack on an old Gypsy woman.",Delacorte,9.0,9.0,9.0,1,2011,2,12,True,True,True,False,False,False
alanbradley_aschimneysweeperscometodust,AS CHIMNEY SWEEPERS COME TO DUST,Alan Bradley,,"The chemist and sleuth Flavia de Luce, now 12 and in boarding school in Canada, discovers a mummified body.",Delacorte,3.0,3.0,3.0,1,2015,1,10,True,False,True,False,False,False
alanbradley_iamhalfsickofshadows,I AM HALF-SICK OF SHADOWS,Alan Bradley,,,Delacorte,16.0,16.0,16.0,1,2011,11,5,False,False,False,False,False,False
alanbradley_speakingfromamongthebones,SPEAKING FROM AMONG THE BONES,Alan Bradley,24.0,"When the body of the church organist turns up in the tomb of an English hamlet’s patron saint, the 11-year-old sleuth and chemist Flavia de Luce is on the case.",Delacorte,8.0,8.0,8.0,1,2013,2,2,True,False,True,False,False,False
alanbradley_thedeadintheirvaultedarches,THE DEAD IN THEIR VAULTED ARCHES,Alan Bradley,,"The chemist Flavia de Luce, 11, receives a cryptic message from a stranger who is then pushed to his death.",Delacorte,6.0,6.0,6.0,1,2014,1,18,True,False,False,False,False,False
alanbradley_thegravesafineandprivateplace,THE GRAVE'S A FINE AND PRIVATE PLACE,Alan Bradley,,"Flavia de Luce, a young British sleuth, gets involved in solving a murder after experiencing a family tragedy.",Delacorte,10.0,10.0,10.0,1,2018,2,3,True,True,True,False,False,False
alanbradley_thricethebrindedcathathmewd,THRICE THE BRINDED CAT HATH MEW'D,Alan Bradley,,"The 12-year-old detective Flavia de Luce, returning home to",Delacorte,19.0,12.5,6.0,2,2016,9,24,False,False,True,False,False,False
alandeanfoster_theforceawakens,THE FORCE AWAKENS,Alan Dean Foster,,"Three decades after the defeat of the Galactic Empire, a new threat arises; an adaptation of the screenplay of the new “Star Wars” movie.",Del Rey,15.0,7.0,1.0,6,2016,1,9,False,False,False,False,False,True
alanfurst_aherooffrance,A HERO OF FRANCE,Alan Furst,,A Resistance leader aids the wartime effort without losing sight of the simple and essential pleasures of life.,Random House,18.0,12.5,7.0,2,2016,6,4,False,False,False,False,False,False
alanfurst_midnightineurope,MIDNIGHT IN EUROPE,Alan Furst,,A Spanish lawyer working in Paris on the eve of World War II joins a mission to help the Republican troops.,Random House,19.0,13.8,6.0,5,2014,6,7,False,False,False,False,False,False
alanfurst_missiontoparis,MISSION TO PARIS,Alan Furst,27.0,"In Paris in 1938, an actor stumbles into the clutches of Nazi conspirators who want to exploit his celebrity.",Random House,15.0,7.333333333333333,2.0,6,2012,6,16,False,False,False,False,False,False
alanfurst_spiesofthebalkans,SPIES OF THE BALKANS,Alan Furst,26.0,A police official in Salonika is surrounded by spies from many nations on the eve of the German invasion of Greece in 1940.,Random House,18.0,14.0,10.0,2,2010,6,20,False,False,False,False,False,False
alanfurst_thespiesofwarsaw,THE SPIES OF WARSAW,Alan Furst,25.0,Intrigue in Poland just before World War II.,Random House,19.0,17.333333333333332,16.0,3,2008,6,7,False,False,False,False,False,False
alanmoore_jerusalem,JERUSALEM,Alan Moore,,,Liveright,20.0,20.0,20.0,1,2016,9,17,False,False,False,False,False,False
albertbrooks_2030,2030,Albert Brooks,25.99,"In 2030, the young resent the elderly for draining the weakening economy, and a devastating earthquake in Los Angeles tests the administration of the country’s first Jewish president.",St. Martin's,19.0,15.75,14.0,4,2011,5,14,False,False,False,False,False,False
alexanderfreed_rogueoneastarwarsstory,ROGUE ONE: A STAR WARS STORY,Alexander Freed,,"A novelization of the new movie, including additional scenes.",Del Rey,16.0,12.666666666666666,11.0,3,2016,12,24,False,False,False,False,False,False
alexandermccallsmith_emma,EMMA,Alexander McCall Smith,,,Pantheon,19.0,19.0,19.0,1,2015,4,18,False,False,False,False,False,False
alexandermccallsmith_preciousandgrace,PRECIOUS AND GRACE,Alexander McCall Smith,,"In the 17th installment of the No. 1 Ladies’ Detective Agency series, Precious Ramotswe and Grace Makutski help a Canadian woman find the nursemaid who raised her in Botswana.",Pantheon,20.0,13.5,7.0,2,2016,10,15,False,False,True,False,False,False
alexandermccallsmith_teatimeforthetraditionallybuilt,TEA TIME FOR THE TRADITIONALLY BUILT,Alexander McCall Smith,23.95,The 10th novel in the No. 1 Ladies’ Detective Agency series.,Pantheon,13.0,7.5,2.0,6,2009,4,25,False,False,True,False,False,False
alexandermccallsmith_thecomfortsofamuddysaturday,THE COMFORTS OF A MUDDY SATURDAY,Alexander McCall Smith,23.95,Isabel Dalhousie investigates drug fraud charges.,Knopf,20.0,18.0,16.0,2,2008,9,27,False,False,True,False,False,False
alexandermccallsmith_thedoublecomfortsafariclub,THE DOUBLE COMFORT SAFARI CLUB,Alexander McCall Smith,24.95,"
The 11th novel in the No. 1 Ladies’ Detective Agency series.",Pantheon,19.0,12.0,3.0,6,2010,4,25,False,False,True,False,False,False
alexandermccallsmith_theforevergirl,THE FOREVER GIRL,Alexander McCall Smith,,,Pantheon,20.0,20.0,20.0,1,2014,2,15,False,False,False,False,False,False
alexandermccallsmith_thehandsomemansdeluxecaf,THE HANDSOME MAN'S DE LUXE CAFÉ,Alexander McCall Smith,,The 15th book in the No. 1 Ladies’ Detective Agency series.,Pantheon,20.0,13.25,6.0,4,2014,11,1,False,False,True,False,False,False
alexandermccallsmith_thehouseofunexpectedsisters,THE HOUSE OF UNEXPECTED SISTERS,Alexander McCall Smith,,"During an investigation, Precious Ramotswe encounters a man from her past and a nurse who has her last name.",Pantheon,8.0,8.0,8.0,1,2017,11,11,False,False,True,False,False,False
alexandermccallsmith_thelimpopoacademyofprivatedetection,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,Alexander McCall Smith,24.95,The 13th novel in the No. 1 Ladies’ Detective Agency series.,Pantheon,16.0,10.4,4.0,5,2012,4,7,False,False,True,False,False,False
alexandermccallsmith_thelostartofgratitude,THE LOST ART OF GRATITUDE,Alexander McCall Smith,23.95,Edinburgh’s Isabel Dalhousie in the sixth Sunday Philosophy Club novel.,Pantheon,13.0,13.0,13.0,1,2009,9,26,False,False,False,False,False,False
alexandermccallsmith_theminoradjustmentbeautysalon,THE MINOR ADJUSTMENT BEAUTY SALON,Alexander McCall Smith,,The 14th installment of the No. 1 Ladies’ Detective Agency series.,Pantheon,18.0,13.333333333333334,5.0,3,2013,11,9,False,False,True,False,False,False
alexandermccallsmith_thenovelhabitsofhappiness,THE NOVEL HABITS OF HAPPINESS,Alexander McCall Smith,,,Pantheon,19.0,19.0,19.0,1,2015,7,25,False,False,False,False,False,False
alexandermccallsmith_thesaturdaybigtentweddingparty,THE SATURDAY BIG TENT WEDDING PARTY,Alexander McCall Smith,24.95,The 12th novel in the No. 1 Ladies’ Detective Agency series.,Pantheon,20.0,13.0,3.0,5,2011,3,26,False,False,True,False,False,False
alexandermccallsmith_theuncommonappealofclouds,THE UNCOMMON APPEAL OF CLOUDS,Alexander McCall Smith,24.95,Edinburgh’s Isabel Dalhousie attempts to recover a stolen painting.,Pantheon,16.0,16.0,16.0,1,2012,10,27,False,False,False,False,False,False
alexandermccallsmith_thewomanwhowalkedinsunshine,THE WOMAN WHO WALKED IN SUNSHINE,Alexander McCall Smith,,The 16th novel in the No. 1 Ladies’ Detective Agency series.,Pantheon,7.0,7.0,7.0,1,2015,10,31,False,False,True,False,False,False
alexberenson_thecounterfeitagent,THE COUNTERFEIT AGENT,Alex Berenson,,John Wells is sent on a mission to find the truth about a mysterious Iranian package said to be bound for the United States.,Putnam,19.0,13.333333333333334,8.0,3,2014,2,15,False,False,True,False,False,False
alexberenson_themidnighthouse,THE MIDNIGHT HOUSE,Alex Berenson,25.95,Who is killing members of a secret unit that interrogated terrorists? The C.I.A. agent John Wells is on the case.,Putnam,19.0,13.333333333333334,9.0,3,2010,2,14,True,False,True,False,False,False
alexberenson_thenightranger,THE NIGHT RANGER,Alex Berenson,27.95,The former C.I.A. operative John Wells pitches in when four young Americans who work at a refugee camp in Somalia are hijacked by bandits. ,Putnam,10.0,10.0,10.0,1,2013,2,16,False,False,False,False,False,False
alexberenson_theprisoner,THE PRISONER,Alex Berenson,,"In the 11th John Wells novel, the former C.I.A. agent goes undercover as a jihadi in order to investigate a suspected mole.",Putnam,8.0,8.0,8.0,1,2017,2,4,False,False,True,False,False,False
alexberenson_thesecretsoldier,THE SECRET SOLDIER,Alex Berenson,25.95,"When the king of Saudi Arabia is threatened, the former C.I.A. operative John Wells goes undercover to help.",Putnam,19.0,11.333333333333334,6.0,3,2011,2,12,False,False,False,False,False,False
alexberenson_theshadowpatrol,THE SHADOW PATROL,Alex Berenson,26.95,The former C.I.A. operative John Wells returns to Afghanistan to pursue a possible leak from the C.I.A. station.,Putnam,18.0,13.0,8.0,2,2012,2,25,False,False,False,False,False,False
alexberenson_thewolves,THE WOLVES,Alex Berenson,,"In the 10th thriller featuring the former C.I.A. agent John Wells, Wells sets out to kill the American billionaire who tried to trick the United States into invading Iran (in “Twelve Days”), but the Russians and Chinese become involved.",Putnam,14.0,14.0,14.0,1,2016,2,13,True,False,False,False,False,False
alexberenson_twelvedays,TWELVE DAYS,Alex Berenson,,The former C.I.A. operative John Wells discovers a plot to trick the president into invading Iran.,Putnam,17.0,13.666666666666666,10.0,3,2015,2,14,False,False,True,False,False,False
alicehoffman_faithful,FAITHFUL,Alice Hoffman,,,Simon & Schuster,19.0,19.0,19.0,1,2016,11,5,False,False,False,False,False,False
alicehoffman_thedovekeepers,THE DOVEKEEPERS,Alice Hoffman,27.99,The lives of four women intersect during the siege of Masada in 70 A.D.,Scribner,19.0,13.4,9.0,5,2011,10,8,False,False,False,False,False,False
alicehoffman_themarriageofopposites,THE MARRIAGE OF OPPOSITES,Alice Hoffman,,"The fictionalized life of Rachel Pomié, a 19th-century Jewish woman on the island of St. Thomas, whose son Camille Pissaro became a leading Impressionist painter.",Simon & Schuster,17.0,13.5,11.0,4,2015,8,8,False,False,False,False,False,False
alicehoffman_themuseumofextraordinarythings,THE MUSEUM OF EXTRAORDINARY THINGS,Alice Hoffman,,A romance between the daughter of the owner of a Coney Island freak show and an immigrant photographer in early-20th-century New York.,Scribner,18.0,15.666666666666666,14.0,3,2014,2,22,False,False,False,True,True,False
alicehoffman_theredgarden,THE RED GARDEN,Alice Hoffman,25.0,A mysterious garden offers the key to understanding a small Massachusetts town through 300 years of passionate history.,Crown,18.0,15.0,13.0,3,2011,1,30,False,False,True,True,False,False
alicehoffman_therulesofmagic,THE RULES OF MAGIC,Alice Hoffman,,Three singular siblings in the 1960s uncover secrets as they each try to break a family curse.,Simon & Schuster,14.0,9.5,5.0,2,2017,10,14,False,False,True,False,False,False
alicehoffman_thestorysisters,THE STORY SISTERS,Alice Hoffman,,,Shaye Areheart,20.0,19.5,19.0,2,2009,6,6,False,False,False,False,False,False
alicemcdermott_someone,SOMEONE,Alice McDermott,,Looking back on the life of an ordinary woman. ,"Farrar, Straus & Giroux",18.0,14.666666666666666,9.0,3,2013,9,14,False,False,False,False,False,False
alicemunro_dearlife,DEAR LIFE,Alice Munro,26.95,"A new collection of stories, some “autobiographical in feeling.”",Knopf,19.0,18.0,15.0,4,2012,11,17,False,False,False,False,False,False
allegragoodman_thecookbookcollector,THE COOKBOOK COLLECTOR,Allegra Goodman,,,Dial,20.0,20.0,20.0,1,2010,8,1,False,False,False,False,False,False
allisonpataki_sisi,SISI,Allison Pataki,,The turbulent life of Empress Elisabeth of Austria-Hungary.,Dial,16.0,16.0,16.0,1,2016,3,19,False,False,False,False,False,False
allisonpataki_theaccidentalempress,THE ACCIDENTAL EMPRESS,Allison Pataki,,The Austro-Hungarian emperor Franz Joseph’s spirited young wife navigates the treacherous imperial court.,Howard Books,12.0,9.5,7.0,2,2015,2,21,False,False,False,False,False,False
amandaquick_burninglamp,BURNING LAMP,Amanda Quick,25.95,"A Victorian crime lord fears he has fallen prey to an ancestral curse, and only a magical artifact can save him; an Arcane Society novel and the second book in the Dreamlight trilogy.",Putnam,15.0,11.0,7.0,2,2010,4,25,True,False,False,False,False,False
amandaquick_crystalgardens,CRYSTAL GARDENS,Amanda Quick,25.95,"In the first book of a new Victorian series, Ladies of Lantern Street, a paranormal investigator is stalked by an assassin; by Jayne Ann Krentz, writing pseudonymously.",Putnam,17.0,11.0,5.0,2,2012,4,28,False,False,True,False,False,False
amandaquick_gardenoflies,GARDEN OF LIES,Amanda Quick,,The head of a secretarial service in Victorian London teams up with a client to discover why an employee was murdered.,Putnam,20.0,15.5,11.0,2,2015,4,25,True,True,True,False,False,False
amandaquick_otherwiseengaged,OTHERWISE ENGAGED,Amanda Quick,,"Amity Doncaster joins forces with Benedict Stanbridge, a spy for the Crown, to defeat a serial killer known as the Bridegroom; by Jayne Ann Krentz, writing pseudonymously. ",Putnam,17.0,11.5,6.0,2,2014,4,26,True,False,False,False,False,False
amandaquick_quicksilver,QUICKSILVER,Amanda Quick,25.95,"In this Arcane Society novel set in Victorian London, two paranormal talents must find a murderer before they become the next victims.",Putnam,17.0,11.5,6.0,2,2011,4,23,True,True,False,False,False,False
amandaquick_themysterywoman,THE MYSTERY WOMAN,Amanda Quick,,"The second book of a new Victorian paranormal series, Ladies of Lantern Street, by Jayne Ann Krentz, writing pseudonymously. ",Putnam,10.0,10.0,10.0,1,2013,4,27,False,False,False,False,False,False
amandaquick_theperfectpoison,THE PERFECT POISON,Amanda Quick,24.95,A Victorian botanist investigates a poisoning; an Arcane Society novel.,Putnam,18.0,11.666666666666666,5.0,3,2009,4,25,False,False,True,False,False,False
amortowles_agentlemaninmoscow,A GENTLEMAN IN MOSCOW,Amor Towles,,"A Russian count undergoes 30 years of house arrest in the Metropol hotel, across from the Kremlin.",Viking,19.0,12.0,6.0,63,2016,9,10,False,False,False,False,False,False
amortowles_rulesofcivility,RULES OF CIVILITY,Amor Towles,26.95,A chance encounter and its consequences provide a 25-year-old woman access to the New York social circle in the 1930s.,Viking,17.0,15.75,13.0,4,2011,7,30,False,False,False,False,True,False
amybloom_luckyus,LUCKY US,Amy Bloom,,The adventures and reinvented lives of two sisters in the 1940s. ,Random House,17.0,16.5,16.0,2,2014,8,2,False,False,False,False,False,False
amytan_thevalleyofamazement,THE VALLEY OF AMAZEMENT,Amy Tan,,The author of “The Joy Luck Club” follows mother and daughter courtesans over four decades.,Ecco/HarperCollins,19.0,12.0,4.0,9,2013,11,9,False,False,False,False,False,False
andersroslundandborgehellstrom_threeseconds,THREE SECONDS,Anders Roslund and Borge Hellstrom,24.95,"Infiltrating the Polish mafia, an undercover police officer takes on the organized drug traffic in Scandinavian prisons.",Silver Oak,15.0,11.75,8.0,4,2011,1,9,False,False,False,False,False,False
andredubus_thegardenoflastdays,THE GARDEN OF LAST DAYS,Andre Dubus,,,"Norton & Company, Incorporated, W. W.",17.0,17.0,17.0,1,2008,6,7,False,False,False,False,False,False
andrewdavidson_thegargoyle,THE GARGOYLE,Andrew Davidson,25.95,A hideously burned man is cared for by a sculptress who claims they were lovers seven centuries ago.,Doubleday,16.0,14.333333333333334,13.0,3,2008,8,9,False,False,False,True,False,False
andrewgross_15seconds,15 SECONDS,Andrew Gross,,,Morrow,18.0,18.0,18.0,1,2012,7,14,False,False,False,False,False,False
andrewgross_dontlooktwice,DON'T LOOK TWICE,Andrew Gross,25.99,"The investigation of a drive-by shooting in Greenwich, Conn., reveals widespread corruption.",William Morrow,17.0,16.0,15.0,2,2009,3,7,False,False,True,False,False,False
andrewgross_everythingtolose,EVERYTHING TO LOSE,Andrew Gross,,A suburban woman who makes a mistake becomes involved in a terrifying scheme. ,Morrow/HarperCollins,15.0,15.0,15.0,1,2014,4,26,False,False,False,False,False,False
andrewgross_nowayback,NO WAY BACK,Andrew Gross,,,Morrow,19.0,19.0,19.0,1,2013,4,6,False,False,False,False,False,False
andrewgross_reckless,RECKLESS,Andrew Gross,,"A close friend from the investigator Ty Hauck's past has been brutally murdered, and he will risk everything he loves to avenge her death.",Morrow,20.0,20.0,20.0,1,2010,5,2,True,True,True,True,False,False
andyweir_artemis,ARTEMIS,Andy Weir,,A small-time smuggler living in a lunar colony schemes to pay off an old debt by pulling off a challenging heist.,Crown,15.0,7.777777777777778,4.0,9,2017,11,18,False,False,False,False,False,False
andyweir_themartian,THE MARTIAN,Andy Weir,,"After being left behind by his crew, an astronaut embarks on a dogged quest to stay alive.",Crown,14.0,12.25,11.0,4,2014,2,15,False,False,False,False,False,False
anitadiamant_dayafternight,DAY AFTER NIGHT,Anita Diamant,,,Scribner,19.0,18.5,18.0,2,2009,9,12,False,False,False,False,False,False
anitadiamant_thebostongirl,THE BOSTON GIRL,Anita Diamant,,The daughter of Jewish immigrants grows up in early-20th- century Boston; by the author of “The Red Tent.”,Scribner,20.0,13.133333333333333,6.0,15,2014,12,13,False,False,False,False,False,False
anitashreve_achangeinaltitude,A CHANGE IN ALTITUDE,Anita Shreve,26.99,A young woman’s life is transformed by a mountain-climbing accident in Kenya.,"Little, Brown",17.0,14.0,11.0,2,2009,9,26,False,False,False,False,False,False
anitashreve_rescue,RESCUE,Anita Shreve,,,"Little, Brown",18.0,18.0,18.0,2,2010,12,5,False,False,False,False,False,False
anitashreve_stellabain,STELLA BAIN,Anita Shreve,,"In Shreve's 17th novel, an American World War I nurse with amnesia is taken in by a London doctor and his family.","Little, Brown",20.0,20.0,20.0,1,2013,11,16,False,False,False,False,False,False
anitashreve_testimony,TESTIMONY,Anita Shreve,25.99,A sex scandal at a Vermont prep school is caught on tape.,"Little, Brown",19.0,12.0,8.0,4,2008,10,25,False,False,False,False,False,False
anitashreve_thestarsarefire,THE STARS ARE FIRE,Anita Shreve,,A young mother remakes her life after a fire in postwar coastal Maine.,Knopf,14.0,12.5,11.0,2,2017,4,22,False,False,False,False,False,False
annaquindlen_alternateside,ALTERNATE SIDE,Anna Quindlen,,An incident in her Manhattan neighborhood forces Nora Nolan to reckon with aspects of her life.,Random House,14.0,13.5,13.0,2,2018,3,24,False,False,False,False,False,False
annaquindlen_everylastone,EVERY LAST ONE,Anna Quindlen,26.0,"After a shocking assault on her family, a woman must discover how to live the rest of her life.",Random House,17.0,10.4,5.0,5,2010,4,18,False,False,True,False,False,False
annaquindlen_millersvalley,MILLER'S VALLEY,Anna Quindlen,,A young woman comes of age during an assault on the land and the people she loves.,Random House,19.0,11.333333333333334,6.0,6,2016,4,9,False,False,False,True,False,False
annaquindlen_stilllifewithbreadcrumbs,STILL LIFE WITH BREAD CRUMBS,Anna Quindlen,,An aging photographer rents a rural cottage and discovers sparks of creativity and desire.,Random House,20.0,10.3,3.0,10,2014,2,1,False,False,True,False,False,False
annbrashares_sisterhoodeverlasting,SISTERHOOD EVERLASTING,Ann Brashares,25.0,"The friends from the Traveling Pants series, now in their late 20s, plan a reunion in Greece.",Random House,17.0,11.5,7.0,4,2011,6,18,False,False,False,False,False,False
annbross_missjuliainheritsamess,MISS JULIA INHERITS A MESS,Ann B Ross,,,Viking,18.0,18.0,18.0,1,2016,4,9,False,False,False,False,False,False
annbross_missjulialaysdownthelaw,MISS JULIA LAYS DOWN THE LAW,Ann B Ross,,,Viking,20.0,20.0,20.0,1,2015,4,11,False,False,False,False,False,False
annbross_missjuliarenewshervows,MISS JULIA RENEWS HER VOWS,Ann B Ross,,,Viking,18.0,18.0,18.0,1,2010,4,11,False,False,False,False,False,False
annbross_missjuliasmarvelousmakeover,MISS JULIA'S MARVELOUS MAKEOVER,Ann B Ross,,"In the 15th novel in a series, the outspoken Miss Julia of Abbotsville, N.C., must help “spruce up” the surly teenage granddaughter of a distant cousin.",Viking,10.0,10.0,10.0,1,2014,4,12,False,False,False,False,False,False
annbross_missjuliastirsuptrouble,MISS JULIA STIRS UP TROUBLE,Ann B Ross,,,Viking,17.0,17.0,17.0,1,2013,4,13,False,False,False,False,False,False
annebishop_etchedinbone,ETCHED IN BONE,Anne Bishop,,The wolf-shifter leader Simon Wolfgard and the blood prophet Meg Corbyn must work with a human pack to maintain a fragile peace.,Roc,15.0,15.0,15.0,1,2017,3,11,False,False,False,False,False,False
annebishop_markedinflesh,MARKED IN FLESH,Anne Bishop,,An uneasy alliance between humans and the Others is pushed to the breaking point.,Roc,20.0,20.0,20.0,1,2016,3,12,False,False,False,False,False,False
annebishop_shaladorslady,SHALADOR’S LADY,Anne Bishop,24.95,The eighth Black Jewels epic fantasy.,Roc,16.0,16.0,16.0,1,2010,3,7,False,False,False,False,False,False
annebishop_theshadowqueen,THE SHADOW QUEEN,Anne Bishop,,,Roc,20.0,20.0,20.0,1,2009,3,7,False,False,False,False,False,False
annebishop_twilightsdawn,TWILIGHT’S DAWN,Anne Bishop,25.95,The author of the Black Jewels novels returns to the Blood realm with four novellas.,Roc,14.0,14.0,14.0,1,2011,3,5,False,False,False,False,False,False
annebishop_visioninsilver,VISION IN SILVER,Anne Bishop,,,Roc,16.0,16.0,16.0,1,2015,3,7,False,False,False,False,False,False
annefortier_juliet,JULIET,Anne Fortier,25.0,A woman digging into her Italian roots is surprised by what she learns.,Ballantine,14.0,14.0,14.0,1,2010,8,29,False,False,False,False,False,False
annehillerman_caveofbones,CAVE OF BONES,Anne Hillerman,,Tribal police officers search the Navajo Nation for a missing instructor and investigate a troubled girl’s story of finding human remains.,Harper,11.0,11.0,11.0,1,2018,4,7,True,False,True,False,False,False
annehillerman_rockwithwings,ROCK WITH WINGS,Anne Hillerman,,A husband-and-wife team of investigators pursue separate cases that take them to the far reaches of Navajo country.,Harper/HarperCollins,19.0,15.333333333333334,11.0,3,2015,5,9,False,False,True,False,False,False
annehillerman_songofthelion,SONG OF THE LION,Anne Hillerman,,"The third Southwestern mystery featuring the Navajo police officer Bernadette Manuelito and her husband, Jim Chee.",Harper,8.0,8.0,8.0,1,2017,4,15,False,False,True,False,False,False
annehillerman_spiderwomansdaughter,SPIDER WOMAN'S DAUGHTER,Anne Hillerman,,"The daughter of Tony Hillerman, who died in 2008, continues the story of her father’s characters, Navajo police inspector Joe Leaphorn and Sgt. Joe Chee.",Harper,10.0,10.0,10.0,1,2013,10,5,False,False,False,False,False,False
annelamott_imperfectbirds,IMPERFECT BIRDS,Anne Lamott,25.95,"A 17-year-old with a drug habit deceives her parents, with profound consequences.",Riverhead,20.0,18.0,16.0,2,2010,4,11,False,False,False,False,False,False
