book_id,title,author,price,description,publisher,max_rank,avg_rank,min_rank,weeks_on_list,start_year,start_month,start_day,keyword_crime,keyword_murder,keyword_mystery,keyword_relationship,keyword_newyork,keyword_starwars
jillalexanderessbaum_hausfrau,HAUSFRAU,Jill Alexander Essbaum,,An American living in Zurich with her Swiss banker husband tries to break out of her circumscribed life.,Random House,16.0,16.0,16.0,1,2015,3,21,False,False,False,False,False,False
jimbutcher_briefcases,BRIEF CASES,Jim Butcher,,"A dozen stories about Harry Dresden, Chicago’s only professional wizard.",Ace,5.0,5.0,5.0,1,2018,6,9,False,False,False,False,False,False
jimbutcher_changes,CHANGES,Jim Butcher,25.95,Book 12 of the Dresden Files series about a wizard detective in Chicago.,Roc,13.0,6.75,1.0,4,2010,4,11,False,False,True,False,False,False
jimbutcher_colddays,COLD DAYS,Jim Butcher,27.95,"Harry Dresden lives, but he’s no longer Chicago’s only professional wizard. Now he’s the Winter Knight, Queen Mab’s assassin, and she wants her newest minion to pull off the impossible: kill an immortal.",Roc,20.0,14.2,1.0,5,2012,12,1,True,False,False,False,False,False
jimbutcher_firstlordsfury,FIRST LORD’S FURY,Jim Butcher,25.95,"With their survival at stake, Alerans prepare for a final battle in the sixth book of the Alera fantasy cycle.",Ace,7.0,7.0,7.0,1,2009,11,28,False,False,False,False,False,False
jimbutcher_ghoststory,GHOST STORY,Jim Butcher,27.95,"Harry Dresden, the wizard detective in Chicago, has been murdered. But that doesn’t stop him when his friends are in danger.",Roc,17.0,7.333333333333333,1.0,6,2011,7,30,True,True,True,False,False,False
jimbutcher_princepsfury,PRINCEPS’ FURY,Jim Butcher,25.95,"In the fifth book of the Alera fantasy cycle, Alera makes peace with one foe only to face an invasion by the dreaded Vord.",Ace,13.0,13.0,13.0,1,2008,11,29,False,False,False,False,False,False
jimbutcher_sidejobs,SIDE JOBS,Jim Butcher,25.95,A collection of stories about the Chicago wizard Harry Dresden.,Roc,19.0,12.333333333333334,5.0,3,2010,10,31,False,False,False,False,False,False
jimbutcher_skingame,SKIN GAME,Jim Butcher,,The Chicago wizard Harry Dresden is forced to help an enemy break into a high-security vault; the 15th Dresden Files novel.,Roc,18.0,8.4,1.0,5,2014,5,31,False,False,False,False,False,False
jimbutcher_theaeronautswindlass,THE AERONAUT'S WINDLASS,Jim Butcher,,"In the first book of a steampunk fantasy series by the author of the Dresden Files novels, people live in spires that stretch into the sky and make use of airships.",Roc,16.0,10.5,5.0,2,2015,10,3,False,False,False,False,False,False
jimbutcher_turncoat,TURN COAT,Jim Butcher,25.95,Book 11 of the Dresden Files series about a wizard detective in Chicago.,Roc,20.0,10.2,1.0,5,2009,4,11,False,False,True,False,False,False
jimharrison_theancientminstrel,THE ANCIENT MINSTREL,Jim Harrison,,"Three novellas by the poet and novelist, who died in March.",Grove,14.0,14.0,14.0,1,2016,4,2,False,False,False,False,False,False
jimmybuffett_swinenot,SWINE NOT?,Jimmy Buffett,21.99,A Southern family tries to hide its pet pig at a New York luxury hotel.,"Little, Brown",16.0,12.0,8.0,2,2008,5,24,False,False,False,False,True,False
jkrowling_thecasualvacancy,THE CASUAL VACANCY,J K Rowling,35.0,The sudden death of a parish councilman reveals bitter social divisions in an idyllic English town; a novel for adults by the creator of Harry Potter.,"Little, Brown",11.0,5.266666666666667,1.0,15,2012,9,29,True,False,False,False,False,False
joannefluke_appleturnovermurder,APPLE TURNOVER MURDER,Joanne Fluke,24.0,Hannah Swensen searches for the killer of an amorous professor; recipes included.,Kensington,18.0,14.5,11.0,2,2010,2,28,True,False,False,False,False,False
joannefluke_bananacreampiemurder,BANANA CREAM PIE MURDER,Joanne Fluke,,"Hannah Swensen, the bakery owner and amateur sleuth of Lake Eden, Minn., returns from her honeymoon to confront an actress’s mysterious death.",Kensington,3.0,3.0,3.0,1,2017,3,4,True,False,True,False,False,False
joannefluke_blackberrypiemurder,BLACKBERRY PIE MURDER,Joanne Fluke,,The Minnesota baker Hannah Swensen accidentally hits a stranger with her cookie truck; his shirt is mysteriously stained with blackberry pie. Recipes included.,Kensington,7.0,7.0,7.0,1,2014,3,1,False,False,True,False,False,False
joannefluke_christmascaramelmurder,CHRISTMAS CARAMEL MURDER,Joanne Fluke,,"When a corpse is discovered in the snow in Lake Eden, Minn., the baker Hannah Swensen helps the police. Recipes included. The 20th book in the series.",Kensington,7.0,7.0,7.0,1,2016,10,1,True,False,True,False,False,False
joannefluke_cinnamonrollmurder,CINNAMON ROLL MURDER,Joanne Fluke,24.0,Hannah Swensen investigates a musician’s suspicious death; recipes included.,Kensington,7.0,7.0,7.0,1,2012,3,3,True,False,True,False,False,False
joannefluke_creampuffmurder,CREAM PUFF MURDER,Joanne Fluke,24.0,Hannah Swenson searches for the killer of a seductive fitness instructor; recipes included.,Kensington,18.0,15.0,12.0,2,2009,2,28,True,False,False,False,False,False
joannefluke_devilsfoodcakemurder,DEVIL'S FOOD CAKE MURDER,Joanne Fluke,24.0,Hannah Swensen discovers that a dead clergyman was not all he seemed; recipes included.,Kensington,11.0,11.0,11.0,1,2011,2,26,True,False,True,False,False,False
joannefluke_doublefudgebrowniemurder,DOUBLE FUDGE BROWNIE MURDER,Joanne Fluke,,"In Lake Eden, Minn., the baker Hannah Swensen becomes a suspect in the murder of a judge; recipes included.",Kensington,13.0,13.0,13.0,1,2015,2,28,True,True,False,False,False,False
joannefluke_plumpuddingmurder,PLUM PUDDING MURDER,Joanne Fluke,,,Kensington,19.0,19.0,19.0,1,2009,10,3,False,False,False,False,False,False
joannefluke_raspberrydanishmurder,RASPBERRY DANISH MURDER,Joanne Fluke,,"After her husband disappears, Hannah Swensen Barton searches for a killer while trying to fulfill holiday baking orders.",Kensington,6.0,6.0,6.0,1,2018,3,3,True,False,False,False,False,False
joannefluke_redvelvetcupcakemurder,RED VELVET CUPCAKE MURDER,Joanne Fluke,25.0,Hannah Swensen becomes a suspect when her romantic rival turns up dead; recipes included.,Kensington,6.0,6.0,6.0,1,2013,3,2,True,False,False,False,False,False
joannefluke_weddingcakemurder,WEDDING CAKE MURDER,Joanne Fluke,,"The Lake Eden, Minn., baker Hannah Swensen is about to get married, but first she must solve the murder of a visiting celebrity chef. Recipes included.",Kensington,18.0,12.5,7.0,2,2016,2,27,True,True,False,False,False,False
jodipicoult_handlewithcare,HANDLE WITH CARE,Jodi Picoult,27.95,"A woman whose daughter has a dangerous birth defect must decide whether to sue her obstetrician, an old friend.",Atria,16.0,6.6,1.0,10,2009,3,7,True,False,False,False,False,False
jodipicoult_houserules,HOUSE RULES,Jodi Picoult,28.0,A teenage boy with Asperger’s syndrome is accused of murder.,Atria,20.0,8.833333333333334,1.0,12,2010,3,7,True,True,False,False,False,False
jodipicoult_leavingtime,LEAVING TIME,Jodi Picoult,,"After searching for her mother, who has disappeared, for more than 10 years, a woman employs a psychic and a detective.",Ballantine,19.0,9.823529411764707,1.0,17,2014,10,18,True,False,True,False,False,False
jodipicoult_lonewolf,LONE WOLF,Jodi Picoult,28.0,The children of a man who studies wolves must make difficult decisions when he is seriously injured in an accident.,Emily Bestler/Atria,20.0,7.25,1.0,8,2012,3,3,False,False,False,False,False,False
jodipicoult_singyouhome,SING YOU HOME,Jodi Picoult,28.0,Picoult takes on the issue of gay rights in this novel about a music therapist who desperately wants a child; CD of songs included.,Atria,19.0,9.090909090909092,2.0,11,2011,3,5,False,False,False,False,False,False
jodipicoult_smallgreatthings,SMALL GREAT THINGS,Jodi Picoult,,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer.",Ballantine,15.0,8.26086956521739,1.0,23,2016,10,15,False,False,False,False,False,False
jodipicoult_thestoryteller,THE STORYTELLER,Jodi Picoult,28.99,"A New Hampshire baker finds herself in the midst of two Holocaust stories: her grandmother’s story of survival, and the confessions of an elderly German man, an SS officer. ",Emily Bestler/Atria,19.0,7.222222222222222,1.0,9,2013,3,2,False,False,False,False,False,False
joehill_horns,HORNS,Joe Hill,25.99,"
After the rape and murder of his girlfriend, a distraught young man discovers that he has grown horns.",Morrow/HarperCollins,20.0,15.0,10.0,3,2010,2,21,True,True,True,False,False,False
joehill_nos4a2,NOS4A2,Joe Hill,,"In a creepy battle between real and imaginary worlds, a brave biker chick is pitted against a ghoulish villain who lures children to a place where it is always Christmas.",Morrow/HarperCollins,20.0,14.833333333333334,5.0,6,2013,5,4,False,False,False,False,False,False
joehill_strangeweather,STRANGE WEATHER,Joe Hill,,A quartet of novellas involving the horrific and the supernatural.,Morrow,9.0,9.0,9.0,1,2017,10,28,False,False,False,False,False,False
joehill_thefireman,THE FIREMAN,Joe Hill,,"During an epidemic that causes people to spontaneously combust, an infected New Hampshire nurse fights to stay alive, aided by a mysterious figure known as the Fireman.",Morrow/HarperCollins,19.0,9.333333333333334,1.0,3,2016,5,21,False,False,True,False,False,False
joelcrosenberg_damascuscountdown,DAMASCUS COUNTDOWN,Joel C Rosenberg,26.99,A C.I.A. operative searches for two nuclear warheads that survived an Israeli attack on Iran.,Tyndale House,16.0,11.0,7.0,4,2013,3,9,False,False,False,False,False,False
joelcrosenberg_theauschwitzescape,THE AUSCHWITZ ESCAPE,Joel C Rosenberg,,A heroic flight from the Nazis.,Tyndale House,20.0,15.5,11.0,4,2014,3,22,False,False,False,False,False,False
joelcrosenberg_thekremlinconspiracy,THE KREMLIN CONSPIRACY,Joel C Rosenberg,,A Secret Service agent and a Russian lawyer cross paths as a nuclear war threatens.,Tyndale House,15.0,15.0,15.0,1,2018,3,10,False,False,True,False,False,False
joelcrosenberg_thetehraninitiative,THE TEHRAN INITIATIVE,Joel C Rosenberg,26.99,A C.I.A. operative is ordered to destroy Iran’s nuclear weapons to forestall a war with Israel.,Tyndale House,16.0,12.5,9.0,2,2011,10,22,False,False,False,False,False,False
joelcrosenberg_thethirdtarget,THE THIRD TARGET,Joel C Rosenberg,,A journalist risks his life to discover whether ISIS has chemical weapons and where they plan to deploy them.,Tyndale House,17.0,15.5,14.0,2,2015,1,10,False,False,True,False,False,False
joelcrosenberg_thetwelfthimam,THE TWELFTH IMAM,Joel C Rosenberg,26.99,A C.I.A. operative is sent into Tehran to secretly disrupt Iran’s nuclear weapons program.,Tyndale House,20.0,14.666666666666666,8.0,3,2010,10,24,False,False,True,False,False,False
joelcrosenberg_withoutwarning,WITHOUT WARNING,Joel C Rosenberg,,A journalist pursues the head of ISIS after an attack on the Capitol when the administration fails to take action.,Tyndale House,6.0,6.0,6.0,1,2017,3,18,False,False,False,False,False,False
joeschreiber_deathtroopers,DEATH TROOPERS,Joe Schreiber,24.0,Survivors of an Imperial prison barge must contend with a plague and the undead aboard a Star Destroyer; a “Star Wars” book.,Del Rey/Ballantine,20.0,16.5,13.0,2,2009,10,17,True,False,False,False,False,True
johannalindsey_arogueofmyown,A ROGUE OF MY OWN,Johanna Lindsey,,A young lady’s first brush with intrigue at the court of Queen Victoria.,Simon & Schuster,20.0,20.0,20.0,1,2009,6,20,False,False,False,False,False,False
johannalindsey_nochoicebutseduction,NO CHOICE BUT SEDUCTION,Johanna Lindsey,25.0,"Sir Anthony Malory’s daughter is kidnapped, with repercussions for Katey and Boyd Anderson.",Pocket,16.0,13.0,10.0,2,2008,6,21,False,False,False,False,False,False
johannalindsey_thatperfectsomeone,THAT PERFECT SOMEONE,Johanna Lindsey,,"To avoid falling into a ruthless nobleman's trap, an heiress enters into a risky, intimate charade with a man she was once bound to wed.",Gallery,18.0,18.0,18.0,1,2010,6,20,False,False,False,False,False,False
johndarnielle_universalharvester,UNIVERSAL HARVESTER,John Darnielle,,A mystery/thriller set in Iowa.,"Farrar, Straus & Giroux",10.0,10.0,10.0,1,2017,2,11,False,False,True,False,False,False
johndarnielle_wolfinwhitevan,WOLF IN WHITE VAN,John Darnielle,,The disfigured creator of a role-playing game is pulled back in time to the event that shaped his life.,"Farrar, Straus & Giroux",16.0,12.5,9.0,2,2014,9,20,False,False,False,False,False,False
johnedward_fallenmasters,FALLEN MASTERS,John Edward,,,Tor,17.0,17.0,17.0,1,2012,9,22,False,False,False,False,False,False
johngrisham_calicojoe,CALICO JOE,John Grisham,24.949999999999996,"A pitcher beans a promising rookie, ending both their careers; years later, the pitcher’s son brings them together.",Doubleday,17.0,6.0625,1.0,16,2012,4,14,False,False,False,False,False,False
johngrisham_caminoisland,CAMINO ISLAND,John Grisham,,A search for stolen rare manuscripts leads to a Florida island.,Doubleday,10.0,3.0,1.0,15,2017,6,10,False,False,False,False,False,False
johngrisham_fordcounty,FORD COUNTY,John Grisham,24.0,Stories set in rural Mississippi.,Doubleday,16.0,7.2,1.0,10,2009,11,7,False,False,False,False,False,False
johngrisham_graymountain,GRAY MOUNTAIN,John Grisham,,"A downsized Wall Street lawyer joins a legal clinic in a small Virginia town, and becomes involved both in real people’s lives and in litigation against the coal mining industry.",Doubleday,20.0,5.913043478260869,1.0,23,2014,10,25,False,False,False,False,False,False
johngrisham_roguelawyer,ROGUE LAWYER,John Grisham,,The attorney Sebastian Rudd is a “lone gunman” who hates injustice and the system and defends unpopular clients.,Doubleday,14.0,5.2,1.0,20,2015,10,24,False,False,False,False,False,False
johngrisham_sycamorerow,SYCAMORE ROW,John Grisham,,"A sequel, about race and inheritance, to “A Time to Kill.”",Doubleday,19.0,7.037037037037037,1.0,27,2013,10,26,True,False,False,False,False,False
johngrisham_theappeal,THE APPEAL,John Grisham,,Political and legal intrigue ensue when a Mississippi court rules against a company accused of dumping toxic waste.,Doubleday,19.0,17.5,16.0,2,2008,5,24,False,False,False,False,False,False
johngrisham_theassociate,THE ASSOCIATE,John Grisham,27.949999999999996,"An idealistic law-school graduate is forced to take a job at a large, brutalizing law firm.",Doubleday,20.0,6.882352941176471,1.0,17,2009,1,31,False,False,False,False,False,False
johngrisham_theconfession,THE CONFESSION,John Grisham,28.950000000000003,"A man who committed a despicable crime but allowed another to be sent to death row in his place now wants to admit his guilt, but must convince the authorities he’s telling the truth.",Doubleday,20.0,6.35,1.0,20,2010,10,31,True,False,False,False,False,False
johngrisham_thelitigators,THE LITIGATORS,John Grisham,28.95,Partners in a small law firm take on a big case after a fast-track burnout joins them.,Doubleday,14.0,5.6875,1.0,16,2011,10,29,False,False,False,False,False,False
johngrisham_theracketeer,THE RACKETEER,John Grisham,28.950000000000003,"Malcolm Bannister, an imprisoned ex-lawyer, knows who murdered a federal judge. And he concocts a scheme to exchange this information for his freedom.",Doubleday,19.0,6.368421052631579,1.0,19,2012,10,27,True,True,False,False,False,False
johngrisham_theroosterbar,THE ROOSTER BAR,John Grisham,,Three students at a sleazy for-profit law school hope to expose the student-loan banker who runs it.,Doubleday,15.0,4.842105263157895,1.0,19,2017,10,28,False,False,False,False,False,False
johngrisham_thewhistler,THE WHISTLER,John Grisham,,A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.,Doubleday,14.0,4.5,1.0,22,2016,10,29,False,False,True,False,False,False
johnhart_ironhouse,IRON HOUSE,John Hart,25.99,A professional killer trying to leave the business must protect himself and his long lost brother.,Thomas Dunne/St. Martin's,19.0,14.5,10.0,2,2011,7,16,True,False,False,False,False,False
johnhart_redemptionroad,REDEMPTION ROAD,John Hart,,"This crime thriller involves a white detective under investigation for shooting two black men, and a cop newly released from prison who is shot by the son of the woman he was accused of killing.",Thomas Dunne/St. Martin's,18.0,16.5,15.0,2,2016,5,7,True,False,True,False,False,False
johnhart_thehush,THE HUSH,John Hart,,"Johnny Merrimon fights to keep the 6,000 acres of once-sacred land in North Carolina he inherited.",St. Martin's,9.0,9.0,9.0,1,2018,3,3,False,False,False,False,False,False
johnhart_thelastchild,THE LAST CHILD,John Hart,24.95,A teenager searches for his inexplicably vanished twin sister.,Minotaur,20.0,15.666666666666666,10.0,3,2009,5,16,True,False,False,False,False,False
johnirving_avenueofmysteries,AVENUE OF MYSTERIES,John Irving,,"In Irving’s 14th novel, a Mexican writer on a journey to the Philippines recalls his escape from a humble childhood.",Simon & Schuster,20.0,13.333333333333334,5.0,3,2015,11,7,False,False,False,False,False,False
johnirving_inoneperson,IN ONE PERSON,John Irving,28.0,An aspiring writer struggles with his sexuality.,Simon & Schuster,17.0,9.2,5.0,5,2012,5,12,False,False,False,False,False,False
johnirving_lastnightintwistedriver,LAST NIGHT IN TWISTED RIVER,John Irving,28.0,"
A loggers’ cook and his son are on the run from the law, for decades.",Random House,20.0,13.8,4.0,5,2009,10,31,False,False,False,False,False,False
johnjacksonmiller_kenobi,KENOBI,John Jackson Miller,,The enigmatic stranger on the desert planet of Tatooine is the Jedi master Obi-Wan Kenobi; a “Star Wars” novel.,Del Rey,12.0,12.0,12.0,1,2013,8,31,False,False,False,False,False,True
johnlecarr_adelicatetruth,A DELICATE TRUTH,John le Carré,,"A young man investigates a private-public antiterrorist operation, supposedly a great success but actually a disaster. ",Viking,13.0,8.5,6.0,4,2013,5,11,False,False,True,False,False,False
johnlecarr_alegacyofspies,A LEGACY OF SPIES,John le Carré,,"Peter Guillam, formerly of the British Secret Service, is pulled out of retirement to defend intelligence operations during the cold war that resulted in the deaths of people close to him.",Viking,15.0,8.166666666666666,1.0,6,2017,9,9,True,False,True,False,False,False
johnlecarr_amostwantedman,A MOST WANTED MAN,John le Carré,28.0,Intelligence agencies involved in the war on terror converge in Hamburg when a young Muslim man with mysterious connections shows up.,Scribner,18.0,9.4,4.0,5,2008,10,11,False,False,True,False,False,False
johnlecarr_ourkindoftraitor,OUR KIND OF TRAITOR,John le Carré,27.95,An upwardly mobile British couple are caught up in Russian intrigue.,Viking,19.0,13.5,7.0,4,2010,10,17,False,False,False,False,False,False
johnlescroart_aplagueofsecrets,A PLAGUE OF SECRETS,John Lescroart,26.95,The San Francisco defense attorney Dismas Hardy must protect the secrets of his client.,Dutton,18.0,15.0,12.0,2,2009,7,4,False,False,True,False,False,False
johnlescroart_damage,DAMAGE,John Lescroart,26.95,The San Francisco detective Abe Glitsky faces a scion of wealth who’s seeking revenge against those who sent him to prison a decade ago.,Dutton,16.0,14.0,12.0,3,2011,1,9,True,False,True,False,False,False
johnlescroart_fatal,FATAL,John Lescroart,,A happy marriage is menaced by infidelity in a thriller set in San Francisco.,Atria,14.0,14.0,14.0,1,2017,1,28,False,False,False,True,False,False
johnlescroart_thefall,THE FALL,John Lescroart,,"In the rush to find a teenager's killer, a possibly innocent middle-school teacher is put on trial.",Atria,20.0,20.0,20.0,1,2015,5,9,True,False,False,False,False,False
johnlescroart_thehunter,THE HUNTER,John Lescroart,26.95,A San Francisco private investigator discovers chilling facts about his birth family.,Dutton,16.0,16.0,16.0,1,2012,1,7,True,False,True,False,False,False
johnlescroart_thekeeper,THE KEEPER,John Lescroart,,Dismas Hardy and Abe Glitsky hunt for clues about a woman who has gone missing.,Atria,16.0,16.0,16.0,1,2014,5,10,True,False,True,False,False,False
johnlescroart_theopheliacut,THE OPHELIA CUT,John Lescroart,,"Dismas Hardy must defend his brother-in-law, who is accused of killing his daughter’s rapist.",Atria,16.0,16.0,16.0,1,2013,5,11,True,False,False,False,False,False
johnlescroart_treasurehunt,TREASURE HUNT,John Lescroart,26.95,A young San Francisco private investigator discovers some unpleasant facts when a well-known fund-raiser is murdered.,Dutton,8.0,8.0,8.0,1,2010,1,17,True,True,True,False,False,False
johnlparkerjr_oncearunner,ONCE A RUNNER,John L Parker Jr,24.0,A young runner trains for a critical race.,Scribner,14.0,14.0,14.0,1,2009,4,11,False,False,False,False,False,False
johnringo_thehotgate,THE HOT GATE,John Ringo,,,Baen,18.0,18.0,18.0,1,2011,5,7,False,False,False,False,False,False
johnsandford_badblood,BAD BLOOD,John Sandford,27.95,Virgil Flowers is summoned to investigate a monstrous multigenerational conspiracy.,Putnam,13.0,9.25,4.0,4,2010,9,26,False,False,True,False,False,False
johnsandford_buriedprey,BURIED PREY,John Sandford,27.95,The Minneapolis detective Lucas Davenport investigates the murders of two girls who were kidnapped in 1985 and whose bodies have just been found.,Putnam,20.0,7.571428571428571,2.0,7,2011,5,14,True,True,True,False,False,False
johnsandford_deadline,DEADLINE,John Sandford,,Dognappers and a murdered reporter draw the attention of the Minnesota investigator Virgil Flowers.,Putnam,14.0,6.833333333333333,1.0,6,2014,10,11,True,True,True,False,False,False
johnsandford_deepfreeze,DEEP FREEZE,John Sandford,,"Virgil Flowers is called to investigate in Trippton, Minn., when a local bank's president is found dead in a nearly frozen river.",Putnam,12.0,5.75,2.0,4,2017,10,21,True,False,True,False,False,False
johnsandford_escapeclause,ESCAPE CLAUSE,John Sandford,,Virgil Flowers of the Minnesota Bureau of Criminal Apprehension must deal with the theft of tigers from the local zoo.,Putnam,19.0,8.2,1.0,5,2016,10,22,True,False,False,False,False,False
johnsandford_extremeprey,EXTREME PREY,John Sandford,,"Lucas Davenport, who has left the Minnesota Bureau of Criminal Apprehension, is in Iowa trying to foil a plot to assassinate a Hillary Clinton-like candidate. The 26th Lucas Davenport thriller.",Putnam,15.0,7.666666666666667,1.0,6,2016,4,30,True,False,False,False,False,False
johnsandford_fieldofprey,FIELD OF PREY,John Sandford,,Lucas Davenport investigates when multiple bodies are found in the middle of the Minnesota cornfields.,Putnam,17.0,8.333333333333334,2.0,6,2014,5,10,True,False,True,False,False,False
johnsandford_gatheringprey,GATHERING PREY,John Sandford,,"In the 25th installment of the Prey series, Lucas Davenport is on the trail of killers who have targeted a group of vagabonds called the Travelers.",Putnam,16.0,7.833333333333333,1.0,6,2015,5,2,True,False,True,False,False,False
johnsandford_goldenprey,GOLDEN PREY,John Sandford,,"Lucas Davenport, now a U.S. Marshal, pursues a thief who robbed a drug cartel and killed a child in Biloxi, Miss.",Putnam,12.0,6.666666666666667,1.0,6,2017,4,29,True,False,False,False,False,False
johnsandford_heatlightning,HEAT LIGHTNING,John Sandford,26.95,Virgil Flowers investigates murder cases linked by a lemon in the mouth of each victim.,Putnam,20.0,8.666666666666666,2.0,6,2008,9,27,True,True,True,False,False,False
johnsandford_madriver,MAD RIVER,John Sandford,27.95,Virgil Flowers joins the hunt for a teenage Bonnie and Clyde.,Putnam,20.0,10.2,2.0,5,2012,10,6,False,False,False,False,False,False
johnsandford_phantomprey,PHANTOM PREY,John Sandford,26.95,The Minneapolis detective Lucas Davenport investigates a string of murders of young Goths.,Putnam,20.0,12.0,7.0,4,2008,5,24,True,True,True,False,False,False
johnsandford_roughcountry,ROUGH COUNTRY,John Sandford,26.95,Virgil Flowers investigates a string of murders at a Minnesota resort for women.,Putnam,15.0,8.75,3.0,4,2009,10,3,True,True,True,False,False,False
johnsandford_shockwave,SHOCK WAVE,John Sandford,27.95,Virgil Flowers investigates several bombings of a superstore chain that seeks to open a store in a Minnesota river town.,Putnam,13.0,7.2,1.0,5,2011,10,8,False,False,True,False,False,False
johnsandford_silkenprey,SILKEN PREY,John Sandford,,Lucas Davenport is drawn into the investigation of a Minnesota political scandal and the disappearance of an operative. ,Putnam,18.0,7.5,2.0,6,2013,5,11,True,False,True,False,False,False
johnsandford_stolenprey,STOLEN PREY,John Sandford,27.95,"When a Minnesota family is murdered, the Minneapolis investigator Lucas Davenport believes a Mexican drug gang is involved.",Putnam,17.0,7.285714285714286,1.0,7,2012,5,19,True,True,True,False,False,False
johnsandford_stormfront,STORM FRONT,John Sandford,,The Minnesota investigator Virgil Flowers becomes involved in the hunt for an ancient inscribed stone smuggled out of the Middle East.,Putnam,18.0,9.0,1.0,5,2013,10,12,False,False,True,False,False,False
johnsandford_stormprey,STORM PREY,John Sandford,27.95,Lucas Davenport’s wife is a witness to a botched robbery and murder in the 20th novel in the “Prey” series.,Putnam,16.0,8.0,2.0,5,2010,5,23,True,True,False,False,False,False
johnsandford_twistedprey,TWISTED PREY,John Sandford,,The 28th book in the Prey series. A federal marshal looks into the actions of a member of the Senate Intelligence Committee.,Putnam,10.0,4.8,1.0,5,2018,4,28,False,False,False,False,False,False
johnsandford_wickedprey,WICKED PREY,John Sandford,27.95,The Minneapolis detective Lucas Davenport deals with mayhem occasioned by the Republican convention.,Putnam,14.0,6.0,1.0,5,2009,5,16,False,False,True,False,False,False
johnsandfordandctein_saturnrun,SATURN RUN,John Sandford and Ctein,,Americans and Chinese compete to take control of what may be a spaceship approaching Saturn.,Putnam,13.0,13.0,13.0,1,2015,10,10,False,False,False,False,False,False
johnscalzi_lockin,LOCK IN,John Scalzi,,,Tor,20.0,20.0,20.0,1,2014,8,30,False,False,False,False,False,False
johnscalzi_redshirts,REDSHIRTS,John Scalzi,24.99,A “Star Trek” satire written from the point of view of expendabe crew members.,Tor/Tom Doherty,15.0,15.0,15.0,1,2012,6,9,False,False,False,False,False,False
johntwelvehawks_thegoldencity,THE GOLDEN CITY,John Twelve Hawks,,,Doubleday,16.0,16.0,16.0,1,2009,9,12,False,False,False,False,False,False
johnupdike_myfatherstearsandotherstories,MY FATHER'S TEARS AND OTHER STORIES,John Updike,,,Knopf,17.0,17.0,17.0,1,2009,6,6,False,False,False,False,False,False
jojomoyes_afteryou,AFTER YOU,Jojo Moyes,,"In a sequel to “Me Before You,” Louisa Clark tries to put her life back together after the death of Will Traynor, and joins a grief support group that may lead her to new love.",Pamela Dorman/Viking,19.0,12.25,3.0,28,2015,10,3,True,False,False,True,False,False
jojomoyes_mebeforeyou,ME BEFORE YOU,Jojo Moyes,,"A young woman who has barely been farther afield than her English village finds herself while caring for a wealthy, embittered quadriplegic.",Pamela Dorman,17.0,17.0,17.0,1,2013,1,12,False,False,False,False,False,False
jojomoyes_oneplusone,ONE PLUS ONE,Jojo Moyes,,An obnoxious tech millionaire comes to the rescue of a single mom and her kids heading for a math contest that could change their lives.,Pamela Dorman/Viking,18.0,14.666666666666666,11.0,3,2014,7,5,False,False,False,False,False,False
jojomoyes_parisforoneandotherstories,PARIS FOR ONE AND OTHER STORIES,Jojo Moyes,,Stories about women’s lives by the author of “Me Before You.”,Pamela Dorman/Viking,20.0,17.0,14.0,2,2016,10,22,False,False,False,False,False,False
jojomoyes_stillme,STILL ME,Jojo Moyes,,Louisa Clark moves to New York and is torn between high society and the life she enjoys at a vintage clothing store.,Pamela Dorman/Viking,14.0,6.714285714285714,2.0,7,2018,2,3,False,False,False,False,True,False
jojomoyes_thegirlyouleftbehind,THE GIRL YOU LEFT BEHIND,Jojo Moyes,,"A portrait is the catalyst linking two stories of love, loss and sacrifice, one set in France during World War I, the other in 21st-century London.",Pamela Dorman,17.0,17.0,17.0,1,2013,8,24,False,False,False,True,False,False
jonathanfranzen_freedom,FREEDOM,Jonathan Franzen,28.0,A family of Midwestern liberals during the Bush years; by the author of “The Corrections.”,"Farrar, Straus & Giroux",19.0,8.636363636363637,1.0,22,2010,9,5,False,False,False,False,False,False
jonathanfranzen_purity,PURITY,Jonathan Franzen,,"Franzen’s title character, burdened by college debt, a lack of direction and a sharp intelligence, is a damaged innocent in need of rescue and redemption.","Farrar, Straus & Giroux",20.0,10.333333333333334,2.0,6,2015,9,5,False,False,False,False,False,False
jonathankellerman_bones,BONES,Jonathan Kellerman,27.0,The psychologist-detective Alex Delaware is called in when women’s bodies keep turning up in a Los Angeles marsh.,Ballantine,20.0,10.5,4.0,4,2008,10,25,True,False,True,False,False,False
jonathankellerman_breakdown,BREAKDOWN,Jonathan Kellerman,,The psychologist Alex Delaware and the L.A.P.D. Lt. Milo Sturgis search for the missing son of a troubled actress.,Ballantine,19.0,13.4,6.0,5,2016,2,6,True,False,False,False,False,False
jonathankellerman_deception,DECEPTION,Jonathan Kellerman,28.0,The Los Angeles psychologist-detective Alex Delaware collaborates with the detective Milo Sturgis to help solve a murder at a prestigious prep school.,Ballantine,15.0,10.0,4.0,4,2010,4,4,True,True,True,False,False,False
jonathankellerman_evidence,EVIDENCE,Jonathan Kellerman,28.0,The Los Angeles psychologist-detective Alex Delaware helps solve the grisly murder of an architect and his companion.,Ballantine,17.0,11.666666666666666,6.0,3,2009,10,10,True,True,True,False,False,False
